dataset	tinyId	field	removed_text
set2_noisy	synWAT015_t3	question	Over the past 30 days, combined content of all dissolved substances in the water
set2_noisy	synWAT015_t3	definition	[definition modified: 348 -> 206 chars]
set2_noisy	synWAT016_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT016_t3	question	Over the past 30 days, technique used to collect the water sample
set2_noisy	synWAT016_t3	definition	[definition modified: 330 -> 188 chars]
set2_noisy	synWAT017_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT017_t3	question	Over the past 30 days, latitude and longitude of the water sampling location
set2_noisy	synWAT017_t3	definition	[definition modified: 329 -> 187 chars]
set2_noisy	synWAT018_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT018_t3	question	Over the past 30 days, whether the measured parameter exceeds the applicable regulatory limit
set2_noisy	synWAT018_t3	definition	[definition modified: 344 -> 202 chars]
set2_noisy	synWAT019_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT019_t3	question	Over the past 30 days, salt content of the water expressed as practical salinity units
set2_noisy	synWAT019_t3	definition	[definition modified: 349 -> 207 chars]
set2_noisy	synWAT020_t3	name	EMP Aquatic Assessment -
set2_noisy	synWAT020_t3	question	Over the past 30 days, pattern of water quality change associated with seasonal cycles
set2_noisy	synWAT020_t3	definition	[definition modified: 386 -> 244 chars]
set2_noisy	synSOL001_t3	name	EMP Pedological Survey -
set2_noisy	synSOL001_t3	question	Over the past 30 days, proportion of organic material present in the soil sample expressed as a percentage of total dry weight
set2_noisy	synSOL001_t3	definition	[definition modified: 567 -> 425 chars]
set2_noisy	synSOL002_t3	name	EMP Pedological Survey -
set2_noisy	synSOL002_t3	question	Over the past 30 days, combined mass of all nitrogen forms present in the soil including organic nitrogen, ammonium, and nitrate fractions
set2_noisy	synSOL002_t3	definition	[definition modified: 546 -> 404 chars]
set2_noisy	synSOL003_t3	name	EMP Pedological Survey -
set2_noisy	synSOL003_t3	question	Over the past 30 days, amount of phosphorus in the soil that is accessible for uptake by plant root systems under standard extraction conditions
set2_noisy	synSOL003_t3	definition	[definition modified: 587 -> 445 chars]
set2_noisy	synSOL004_t3	name	EMP Pedological Survey -
set2_noisy	synSOL004_t3	question	Over the past 30 days, concentration of potassium ions adsorbed onto soil particle surfaces that are available for exchange with the soil solution
set2_noisy	synSOL004_t3	definition	[definition modified: 574 -> 432 chars]
set2_noisy	synSOL005_t3	name	EMP Pedological Survey -
set2_noisy	synSOL005_t3	question	Over the past 30 days, acidity or alkalinity of the soil determined by measuring the hydrogen ion activity in a standardized soil-water mixture
set2_noisy	synSOL005_t3	definition	[definition modified: 603 -> 461 chars]
set2_noisy	synSOL006_t3	name	EMP Pedological Survey -
set2_noisy	synSOL006_t3	question	Over the past 30 days, total capacity of the soil to retain and exchange positively charged nutrient ions on its particle surfaces
set2_noisy	synSOL006_t3	definition	[definition modified: 628 -> 486 chars]
set2_noisy	synSOL007_t3	name	EMP Pedological Survey -
set2_noisy	synSOL007_t3	question	Over the past 30 days, mass of oven-dried soil per unit volume of undisturbed soil collected using a core sampling device at the designated depth interval
set2_noisy	synSOL007_t3	definition	[definition modified: 557 -> 415 chars]
set2_noisy	synSOL008_t3	name	EMP Pedological Survey -
set2_noisy	synSOL008_t3	question	Over the past 30 days, mass of water contained in the soil sample expressed as a proportion of the oven-dry soil mass at the time of collection
set2_noisy	synSOL008_t3	definition	[definition modified: 586 -> 444 chars]
set2_noisy	synSOL009_t3	name	EMP Pedological Survey -
set2_noisy	synSOL009_t3	question	Over the past 30 days, mass of carbon contained within the living microbial community of the soil sample expressed per unit dry weight of soil
set2_noisy	synSOL009_t3	definition	[definition modified: 590 -> 448 chars]
set2_noisy	synSOL010_t3	name	EMP Pedological Survey -
set2_noisy	synSOL010_t3	question	Over the past 30 days, total mass of lead present per unit dry weight of soil as determined by acid digestion and instrumental analysis
set2_noisy	synSOL010_t3	definition	[definition modified: 603 -> 461 chars]
set2_noisy	synSOL011_t3	name	EMP Pedological Survey -
set2_noisy	synSOL011_t3	question	Over the past 30 days, total cadmium content of the soil sample measured after complete acid digestion of the dried and homogenized material
set2_noisy	synSOL011_t3	definition	[definition modified: 626 -> 484 chars]
set2_noisy	synSOL012_t3	name	EMP Pedological Survey -
set2_noisy	synSOL012_t3	question	Over the past 30 days, categorization of the soil into a textural class determined by the relative proportions of sand, silt, and clay-sized particles
set2_noisy	synSOL012_t3	definition	[definition modified: 608 -> 466 chars]
set2_noisy	synSOL013_t3	name	EMP Pedological Survey -
set2_noisy	synSOL013_t3	question	Over the past 30 days, temperature of the soil measured at the designated depth below the surface at the time of sample collection
set2_noisy	synSOL013_t3	definition	[definition modified: 571 -> 429 chars]
set2_noisy	synSOL014_t3	name	EMP Pedological Survey -
set2_noisy	synSOL014_t3	question	Over the past 30 days, ability of the soil saturation paste extract to conduct electrical current as an indicator of total soluble salt concentration
set2_noisy	synSOL014_t3	definition	[definition modified: 620 -> 478 chars]
set2_noisy	synSOL015_t3	name	EMP Pedological Survey -
set2_noisy	synSOL015_t3	question	Over the past 30 days, vertical distance from the soil surface to the midpoint of the sampling interval from which the soil core or grab sample was obtained
set2_noisy	synSOL015_t3	definition	[definition modified: 547 -> 405 chars]
set2_noisy	synSOL016_t3	name	EMP Pedological Survey -
set2_noisy	synSOL016_t3	question	Over the past 30 days, latitude and longitude of the exact location from which the soil sample was collected recorded using a global positioning system
set2_noisy	synSOL016_t3	definition	[definition modified: 548 -> 406 chars]
set2_noisy	synSOL017_t3	name	EMP Pedological Survey -
set2_noisy	synSOL017_t3	question	Over the past 30 days, whether the measured concentration of a regulated contaminant in the soil exceeds the applicable screening level or action level
set2_noisy	synSOL017_t3	definition	[definition modified: 604 -> 462 chars]
set2_noisy	synSOL018_t3	name	EMP Pedological Survey -
set2_noisy	synSOL018_t3	question	Over the past 30 days, pattern of change in the soil organic matter fraction that corresponds to annual cycles of plant growth, decomposition, and temperature
set2_noisy	synSOL018_t3	definition	[definition modified: 640 -> 498 chars]
set2_noisy	synSOL019_t3	name	EMP Pedological Survey -
set2_noisy	synSOL019_t3	question	Over the past 30 days, ratio of the mass of organic carbon to the mass of total nitrogen in the soil sample indicating the decomposition status of organic matter
set2_noisy	synSOL019_t3	definition	[definition modified: 623 -> 481 chars]
set2_noisy	synSOL020_t3	name	EMP Pedological Survey -
set2_noisy	synSOL020_t3	question	Over the past 30 days, resistance of soil aggregates to disintegration when subjected to the disruptive forces of water and mechanical stress
set2_noisy	synSOL020_t3	definition	[definition modified: 699 -> 557 chars]
health_drift	synCRD001_t1	question	Over the past 30 days, heart rate measured at rest in beats per minute
health_drift	synCRD001_t1	definition	[definition modified: 96 -> 64 chars]
health_drift	synCRD002_t1	question	Over the past 30 days, peak arterial pressure during cardiac contraction
health_drift	synCRD002_t1	definition	[definition modified: 99 -> 67 chars]
health_drift	synCRD003_t1	question	Over the past 30 days, minimum arterial pressure between heartbeats
health_drift	synCRD003_t1	definition	[definition modified: 99 -> 67 chars]
health_drift	synCRD004_t1	question	Over the past 30 days, average arterial pressure over one cardiac cycle
health_drift	synCRD004_t1	definition	[definition modified: 102 -> 70 chars]
health_drift	synCRD005_t1	question	Over the past 30 days, volume of blood pumped by the heart per minute
health_drift	synCRD005_t1	definition	[definition modified: 97 -> 65 chars]
health_drift	synCRD006_t1	question	Over the past 30 days, percentage of blood ejected from left ventricle per beat
health_drift	synCRD006_t1	definition	[definition modified: 99 -> 67 chars]
health_drift	synCRD007_t1	question	Over the past 30 days, time from QRS complex onset to T-wave end
health_drift	synCRD007_t1	definition	[definition modified: 97 -> 65 chars]
health_drift	synCRD008_t1	question	Over the past 30 days, serum cardiac troponin I level
health_drift	synCRD008_t1	definition	[definition modified: 98 -> 66 chars]
health_drift	synCRD009_t1	question	Over the past 30 days, plasma BNP concentration
health_drift	synCRD009_t1	definition	[definition modified: 95 -> 63 chars]
health_drift	synCRD010_t1	question	Over the past 30 days, total serum cholesterol concentration
health_drift	synCRD010_t1	definition	[definition modified: 97 -> 65 chars]
health_drift	synCRD011_t1	question	Over the past 30 days, low-density lipoprotein cholesterol level
health_drift	synCRD011_t1	definition	[definition modified: 100 -> 68 chars]
health_drift	synCRD012_t1	question	Over the past 30 days, high-density lipoprotein cholesterol level
health_drift	synCRD012_t1	definition	[definition modified: 101 -> 69 chars]
health_drift	synCRD013_t1	question	Over the past 30 days, fasting serum triglyceride concentration
health_drift	synCRD013_t1	definition	[definition modified: 93 -> 61 chars]
health_drift	synCRD014_t1	question	Over the past 30 days, high-sensitivity CRP concentration
health_drift	synCRD014_t1	definition	[definition modified: 103 -> 71 chars]
health_drift	synCRD015_t1	question	Over the past 30 days, ultrasound measurement of carotid artery wall thickness
health_drift	synCRD015_t1	definition	[definition modified: 95 -> 63 chars]
health_drift	synCRD016_t1	question	Over the past 30 days, variation in time between consecutive heartbeats
health_drift	synCRD016_t1	definition	[definition modified: 100 -> 68 chars]
health_drift	synCRD017_t1	question	Over the past 30 days, bMI calculated from height and weight at cardiac visit
health_drift	synCRD017_t1	definition	[definition modified: 97 -> 65 chars]
health_drift	synCRD018_t1	question	Over the past 30 days, self-reported adherence to prescribed cardiac medications
health_drift	synCRD018_t1	definition	[definition modified: 102 -> 70 chars]
health_drift	synCRD019_t1	question	Over the past 30 days, patient age at time of cardiac risk evaluation
health_drift	synCRD019_t1	definition	[definition modified: 98 -> 66 chars]
health_drift	synCRD020_t1	question	Over the past 30 days, overall response to cardiovascular treatment regimen
health_drift	synCRD020_t1	definition	[definition modified: 95 -> 63 chars]
health_drift	synRSP001_t1	question	Over the past 30 days, maximum volume of air exhaled in the first second of a forced breath
health_drift	synRSP001_t1	definition	[definition modified: 222 -> 190 chars]
health_drift	synRSP002_t1	question	Over the past 30 days, total volume of air exhaled during a complete forced expiration
health_drift	synRSP002_t1	definition	[definition modified: 220 -> 188 chars]
health_drift	synRSP003_t1	question	Over the past 30 days, ratio of forced expiratory volume to forced vital capacity
health_drift	synRSP003_t1	definition	[definition modified: 216 -> 184 chars]
health_drift	synRSP004_t1	question	Over the past 30 days, maximum airflow speed achieved during forced exhalation
health_drift	synRSP004_t1	definition	[definition modified: 191 -> 159 chars]
health_drift	synRSP005_t1	question	Over the past 30 days, peripheral blood oxygen saturation measured noninvasively
health_drift	synRSP005_t1	definition	[definition modified: 220 -> 188 chars]
health_drift	synRSP006_t1	question	Over the past 30 days, number of breaths taken per minute at rest
health_drift	synRSP006_t1	definition	[definition modified: 216 -> 184 chars]
health_drift	synRSP007_t1	question	Over the past 30 days, oxygen tension in arterial blood sample
health_drift	synRSP007_t1	definition	[definition modified: 199 -> 167 chars]
health_drift	synRSP008_t1	question	Over the past 30 days, carbon dioxide tension in arterial blood sample
health_drift	synRSP008_t1	definition	[definition modified: 206 -> 174 chars]
health_drift	synRSP009_t1	question	Over the past 30 days, total distance walked in six minutes on a flat corridor
health_drift	synRSP009_t1	definition	[definition modified: 226 -> 194 chars]
health_drift	synRSP010_t1	question	Over the past 30 days, rate of carbon monoxide transfer across the alveolar membrane
health_drift	synRSP010_t1	definition	[definition modified: 212 -> 180 chars]
health_drift	synRSP011_t1	question	Over the past 30 days, volume of air inhaled or exhaled in a normal resting breath
health_drift	synRSP011_t1	definition	[definition modified: 206 -> 174 chars]
health_drift	synRSP012_t1	question	Over the past 30 days, change in FEV1 after inhaled bronchodilator administration
health_drift	synRSP012_t1	definition	[definition modified: 230 -> 198 chars]
health_drift	synRSP013_t1	question	Over the past 30 days, patient-reported breathlessness severity rating
health_drift	synRSP013_t1	definition	[definition modified: 206 -> 174 chars]
health_drift	synRSP014_t1	question	Over the past 30 days, fractional concentration of nitric oxide in exhaled breath
health_drift	synRSP014_t1	definition	[definition modified: 196 -> 164 chars]
health_drift	synRSP015_t1	question	Over the past 30 days, diagnostic category assigned to the chest X-ray findings
health_drift	synRSP015_t1	definition	[definition modified: 210 -> 178 chars]
health_drift	synRSP016_t1	question	Over the past 30 days, resting blood pressure recorded at pulmonary clinic appointment
health_drift	synRSP016_t1	definition	[definition modified: 215 -> 183 chars]
health_drift	synRSP017_t1	question	Over the past 30 days, bMI at the time of pulmonary function evaluation
health_drift	synRSP017_t1	definition	[definition modified: 211 -> 179 chars]
health_drift	synRSP018_t1	question	Over the past 30 days, self-reported adherence to prescribed respiratory medications
health_drift	synRSP018_t1	definition	[definition modified: 217 -> 185 chars]
health_drift	synRSP019_t1	question	Over the past 30 days, patient age at the time of lung function testing
health_drift	synRSP019_t1	definition	[definition modified: 195 -> 163 chars]
health_drift	synRSP020_t1	question	Over the past 30 days, clinician-rated response to respiratory treatment plan
health_drift	synRSP020_t1	definition	[definition modified: 210 -> 178 chars]
health_drift	synMET001_t1	question	Over the past 30 days, blood sugar level measured after an overnight fast of at least eight hours used to screen for diabetes mellitus
health_drift	synMET001_t1	definition	[definition modified: 448 -> 416 chars]
health_drift	synMET002_t1	question	Over the past 30 days, glycated hemoglobin level reflecting average blood glucose over the preceding two to three months
health_drift	synMET002_t1	definition	[definition modified: 454 -> 422 chars]
health_drift	synMET003_t1	question	Over the past 30 days, serum insulin concentration measured after overnight fasting used to evaluate insulin secretion and resistance
health_drift	synMET003_t1	definition	[definition modified: 433 -> 401 chars]
health_drift	synMET004_t1	question	Over the past 30 days, homeostatic model assessment score estimating insulin resistance from fasting glucose and fasting insulin values
health_drift	synMET004_t1	definition	[definition modified: 460 -> 428 chars]
health_drift	synMET005_t1	question	Over the past 30 days, circumferential measurement of the abdomen at the level of the iliac crest used to assess central adiposity
health_drift	synMET005_t1	definition	[definition modified: 447 -> 415 chars]
health_drift	synMET006_t1	question	Over the past 30 days, proportion of total body mass composed of adipose tissue estimated using bioelectrical impedance analysis
health_drift	synMET006_t1	definition	[definition modified: 488 -> 456 chars]
health_drift	synMET007_t1	question	Over the past 30 days, total serum cholesterol concentration as part of the comprehensive metabolic lipid assessment
health_drift	synMET007_t1	definition	[definition modified: 443 -> 411 chars]
health_drift	synMET008_t1	question	Over the past 30 days, fasting serum triglyceride level measured as part of the metabolic lipid profile evaluation
health_drift	synMET008_t1	definition	[definition modified: 456 -> 424 chars]
health_drift	synMET009_t1	question	Over the past 30 days, serum uric acid concentration reflecting purine metabolism and renal excretion balance
health_drift	synMET009_t1	definition	[definition modified: 419 -> 387 chars]
health_drift	synMET010_t1	question	Over the past 30 days, serum ALT enzyme level as a marker of hepatocellular injury in metabolic liver disease screening
health_drift	synMET010_t1	definition	[definition modified: 454 -> 422 chars]
health_drift	synMET011_t1	question	Over the past 30 days, serum AST enzyme level as a marker of tissue injury used alongside ALT in metabolic liver screening
health_drift	synMET011_t1	definition	[definition modified: 451 -> 419 chars]
health_drift	synMET012_t1	question	Over the past 30 days, blood creatinine level as a marker of kidney filtration function in metabolic health assessment
health_drift	synMET012_t1	definition	[definition modified: 437 -> 405 chars]
health_drift	synMET013_t1	question	Over the past 30 days, calculated measure of kidney filtration capacity derived from serum creatinine, age, sex, and race
health_drift	synMET013_t1	definition	[definition modified: 438 -> 406 chars]
health_drift	synMET014_t1	question	Over the past 30 days, serum TSH concentration used to evaluate thyroid function in the context of metabolic health screening
health_drift	synMET014_t1	definition	[definition modified: 524 -> 492 chars]
health_drift	synMET015_t1	question	Over the past 30 days, ultrasound imaging of the liver to assess for fatty infiltration in the context of metabolic syndrome screening
health_drift	synMET015_t1	definition	[definition modified: 453 -> 421 chars]
health_drift	synMET016_t1	question	Over the past 30 days, resting blood pressure recorded during the metabolic health assessment appointment to evaluate cardiovascular risk
health_drift	synMET016_t1	definition	[definition modified: 448 -> 416 chars]
health_drift	synMET017_t1	question	Over the past 30 days, bMI calculated from measured height and weight at the metabolic health evaluation visit
health_drift	synMET017_t1	definition	[definition modified: 439 -> 407 chars]
health_drift	synMET018_t1	question	Over the past 30 days, self-reported adherence to prescribed medications for metabolic conditions including diabetes and dyslipidemia
health_drift	synMET018_t1	definition	[definition modified: 433 -> 401 chars]
health_drift	synMET019_t1	question	Over the past 30 days, patient age at the time of the metabolic health assessment used as a covariate in cardiovascular risk estimation
health_drift	synMET019_t1	definition	[definition modified: 403 -> 371 chars]
health_drift	synMET020_t1	question	Over the past 30 days, composite clinical assessment of response to metabolic intervention including lifestyle and pharmacological therapy
health_drift	synMET020_t1	definition	[definition modified: 473 -> 441 chars]
health_drift	synCRD001_t2	name	CMP Cardiac Assessment -
health_drift	synCRD001_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD002_t2	name	CMP Cardiac Assessment -
health_drift	synCRD002_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD003_t2	name	CMP Cardiac Assessment -
health_drift	synCRD003_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD004_t2	name	CMP Cardiac Assessment -
health_drift	synCRD004_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD005_t2	name	CMP Cardiac Assessment -
health_drift	synCRD005_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD006_t2	name	CMP Cardiac Assessment -
health_drift	synCRD006_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD007_t2	name	CMP Cardiac Assessment -
health_drift	synCRD007_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD008_t2	name	CMP Cardiac Assessment -
health_drift	synCRD008_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD009_t2	name	CMP Cardiac Assessment -
health_drift	synCRD009_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD010_t2	name	CMP Cardiac Assessment -
health_drift	synCRD010_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD011_t2	name	CMP Cardiac Assessment -
health_drift	synCRD011_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD012_t2	name	CMP Cardiac Assessment -
health_drift	synCRD012_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD013_t2	name	CMP Cardiac Assessment -
health_drift	synCRD013_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD014_t2	name	CMP Cardiac Assessment -
health_drift	synCRD014_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD015_t2	name	CMP Cardiac Assessment -
health_drift	synCRD015_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD016_t2	name	CMP Cardiac Assessment -
health_drift	synCRD016_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD017_t2	name	CMP Cardiac Assessment -
health_drift	synCRD017_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD018_t2	name	CMP Cardiac Assessment -
health_drift	synCRD018_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD019_t2	name	CMP Cardiac Assessment -
health_drift	synCRD019_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD020_t2	name	CMP Cardiac Assessment -
health_drift	synCRD020_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP001_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP001_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP002_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP002_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP003_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP003_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP004_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP004_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP005_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP005_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP006_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP006_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP007_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP007_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP008_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP008_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP009_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP009_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP010_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP010_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP011_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP011_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP012_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP012_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP013_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP013_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP014_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP014_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP015_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP015_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP016_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP016_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP017_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP017_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP018_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP018_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP019_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP019_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synRSP020_t2	name	CMP Pulmonary Evaluation -
health_drift	synRSP020_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET001_t2	name	CMP Metabolic Panel -
health_drift	synMET001_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET002_t2	name	CMP Metabolic Panel -
health_drift	synMET002_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET003_t2	name	CMP Metabolic Panel -
health_drift	synMET003_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET004_t2	name	CMP Metabolic Panel -
health_drift	synMET004_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET005_t2	name	CMP Metabolic Panel -
health_drift	synMET005_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET006_t2	name	CMP Metabolic Panel -
health_drift	synMET006_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET007_t2	name	CMP Metabolic Panel -
health_drift	synMET007_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET008_t2	name	CMP Metabolic Panel -
health_drift	synMET008_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET009_t2	name	CMP Metabolic Panel -
health_drift	synMET009_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET010_t2	name	CMP Metabolic Panel -
health_drift	synMET010_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET011_t2	name	CMP Metabolic Panel -
health_drift	synMET011_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET012_t2	name	CMP Metabolic Panel -
health_drift	synMET012_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET013_t2	name	CMP Metabolic Panel -
health_drift	synMET013_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET014_t2	name	CMP Metabolic Panel -
health_drift	synMET014_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET015_t2	name	CMP Metabolic Panel -
health_drift	synMET015_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET016_t2	name	CMP Metabolic Panel -
health_drift	synMET016_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET017_t2	name	CMP Metabolic Panel -
health_drift	synMET017_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET018_t2	name	CMP Metabolic Panel -
health_drift	synMET018_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET019_t2	name	CMP Metabolic Panel -
health_drift	synMET019_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synMET020_t2	name	CMP Metabolic Panel -
health_drift	synMET020_t2	definition	A field of the Clinical Monitoring Protocol (CMP).
health_drift	synCRD001_t3	name	CMP Cardiac Assessment -
health_drift	synCRD001_t3	question	Over the past 30 days, heart rate measured at rest in beats per minute
health_drift	synCRD001_t3	definition	[definition modified: 198 -> 64 chars]
health_drift	synCRD002_t3	name	CMP Cardiac Assessment -
health_drift	synCRD002_t3	question	Over the past 30 days, peak arterial pressure during cardiac contraction
health_drift	synCRD002_t3	definition	[definition modified: 201 -> 67 chars]
health_drift	synCRD003_t3	name	CMP Cardiac Assessment -
health_drift	synCRD003_t3	question	Over the past 30 days, minimum arterial pressure between heartbeats
health_drift	synCRD003_t3	definition	[definition modified: 201 -> 67 chars]
health_drift	synCRD004_t3	name	CMP Cardiac Assessment -
health_drift	synCRD004_t3	question	Over the past 30 days, average arterial pressure over one cardiac cycle
health_drift	synCRD004_t3	definition	[definition modified: 204 -> 70 chars]
health_drift	synCRD005_t3	name	CMP Cardiac Assessment -
health_drift	synCRD005_t3	question	Over the past 30 days, volume of blood pumped by the heart per minute
health_drift	synCRD005_t3	definition	[definition modified: 199 -> 65 chars]
health_drift	synCRD006_t3	name	CMP Cardiac Assessment -
health_drift	synCRD006_t3	question	Over the past 30 days, percentage of blood ejected from left ventricle per beat
health_drift	synCRD006_t3	definition	[definition modified: 201 -> 67 chars]
health_drift	synCRD007_t3	name	CMP Cardiac Assessment -
health_drift	synCRD007_t3	question	Over the past 30 days, time from QRS complex onset to T-wave end
health_drift	synCRD007_t3	definition	[definition modified: 199 -> 65 chars]
health_drift	synCRD008_t3	name	CMP Cardiac Assessment -
health_drift	synCRD008_t3	question	Over the past 30 days, serum cardiac troponin I level
health_drift	synCRD008_t3	definition	[definition modified: 200 -> 66 chars]
health_drift	synCRD009_t3	name	CMP Cardiac Assessment -
health_drift	synCRD009_t3	question	Over the past 30 days, plasma BNP concentration
health_drift	synCRD009_t3	definition	[definition modified: 197 -> 63 chars]
health_drift	synCRD010_t3	name	CMP Cardiac Assessment -
health_drift	synCRD010_t3	question	Over the past 30 days, total serum cholesterol concentration
health_drift	synCRD010_t3	definition	[definition modified: 199 -> 65 chars]
health_drift	synCRD011_t3	name	CMP Cardiac Assessment -
health_drift	synCRD011_t3	question	Over the past 30 days, low-density lipoprotein cholesterol level
health_drift	synCRD011_t3	definition	[definition modified: 202 -> 68 chars]
health_drift	synCRD012_t3	name	CMP Cardiac Assessment -
health_drift	synCRD012_t3	question	Over the past 30 days, high-density lipoprotein cholesterol level
health_drift	synCRD012_t3	definition	[definition modified: 203 -> 69 chars]
health_drift	synCRD013_t3	name	CMP Cardiac Assessment -
health_drift	synCRD013_t3	question	Over the past 30 days, fasting serum triglyceride concentration
health_drift	synCRD013_t3	definition	[definition modified: 195 -> 61 chars]
health_drift	synCRD014_t3	name	CMP Cardiac Assessment -
health_drift	synCRD014_t3	question	Over the past 30 days, high-sensitivity CRP concentration
health_drift	synCRD014_t3	definition	[definition modified: 205 -> 71 chars]
health_drift	synCRD015_t3	name	CMP Cardiac Assessment -
health_drift	synCRD015_t3	question	Over the past 30 days, ultrasound measurement of carotid artery wall thickness
health_drift	synCRD015_t3	definition	[definition modified: 197 -> 63 chars]
health_drift	synCRD016_t3	name	CMP Cardiac Assessment -
